tanggal,jam,uniqueId,diggCount,text,cleaning,case_folding,normalisasi,tokenize,stopword removal,stemming_data
2025-04-29,10:48:42,zoanda2020,0,"di indo kebanyakan orang bikin anak gapake otak, finansial blum tercukupi, materi blum siap, mental gada, giliaran anak nya lahir bingung dengan enteng nya bilang ""banyak anak banyak rezeki""",di indo kebanyakan orang bikin anak gapake otak finansial blum tercukupi materi blum siap mental gada giliaran anak nya lahir bingung dengan enteng nya bilang banyak anak banyak rezeki,di indo kebanyakan orang bikin anak gapake otak finansial blum tercukupi materi blum siap mental gada giliaran anak nya lahir bingung dengan enteng nya bilang banyak anak banyak rezeki,di indonesia kebanyakan orang bikin anak otak finansial belum tercukupi materi belum siap mental giliaran anak ya lahir bingung dengan enteng ya bilang banyak anak banyak rezeki,"['di', 'indonesia', 'kebanyakan', 'orang', 'bikin', 'anak', 'otak', 'finansial', 'belum', 'tercukupi', 'materi', 'belum', 'siap', 'mental', 'giliaran', 'anak', 'ya', 'lahir', 'bingung', 'dengan', 'enteng', 'ya', 'bilang', 'banyak', 'anak', 'banyak', 'rezeki']","['indonesia', 'kebanyakan', 'orang', 'bikin', 'anak', 'otak', 'finansial', 'tercukupi', 'materi', 'mental', 'giliaran', 'anak', 'ya', 'lahir', 'bingung', 'enteng', 'ya', 'bilang', 'anak', 'rezeki']",indonesia banyak orang bikin anak otak finansial cukup materi mental giliaran anak ya lahir bingung enteng ya bilang anak rezeki
2025-04-11,01:53:39,siilham213,0,tanemin pohonan di pinggir jalan udh bagus dan adem tuh,tanemin pohonan di pinggir jalan udh bagus dan adem tuh,tanemin pohonan di pinggir jalan udh bagus dan adem tuh,tanemin pohonan di pinggir jalan sudah bagus dan adem tuh,"['tanemin', 'pohonan', 'di', 'pinggir', 'jalan', 'sudah', 'bagus', 'dan', 'adem', 'tuh']","['tanemin', 'pohonan', 'pinggir', 'jalan', 'bagus', 'adem', 'tuh']",tanemin pohon pinggir jalan bagus adem tuh
2025-04-11,01:39:09,andrisulaiman08,0,coba kalo pa anis jadi gubernur. mungkin sungai sudah punya KK dan KTP😁,coba kalo pa anis jadi gubernur mungkin sungai sudah punya KK dan KTP,coba kalo pa anis jadi gubernur mungkin sungai sudah punya kk dan ktp,coba kalau apa anis jadi gubernur mungkin sungai sudah punya kakak dan ktp,"['coba', 'kalau', 'apa', 'anis', 'jadi', 'gubernur', 'mungkin', 'sungai', 'sudah', 'punya', 'kakak', 'dan', 'ktp']","['coba', 'anis', 'gubernur', 'sungai', 'kakak', 'ktp']",coba anis gubernur sungai kakak ktp
2025-04-11,01:02:03,muhlisbaco43,0,ntt stuju gas p gub,ntt stuju gas p gub,ntt stuju gas p gub,ntt setuju gas p gub,"['ntt', 'setuju', 'gas', 'p', 'gub']","['ntt', 'setuju', 'gas', 'p', 'gub']",ntt tuju gas p gub
2025-04-10,18:39:50,imam.syafii7973,0,KERJANYA GUB. JATIM APA YAAAA KE RAKYAT JATIM 😝😝😝😝😝😝😝,KERJANYA GUB JATIM APA YAAAA KE RAKYAT JATIM ,kerjanya gub jatim apa yaaaa ke rakyat jatim ,kerjanya gub jatim apa ya ke rakyat jatim,"['kerjanya', 'gub', 'jatim', 'apa', 'ya', 'ke', 'rakyat', 'jatim']","['kerjanya', 'gub', 'jatim', 'ya', 'rakyat', 'jatim']",kerja gub jatim ya rakyat jatim
2025-04-10,13:43:23,opung_jambi,1,Jambi buanyak bangunan liar yg tegak di aliran sungai,Jambi buanyak bangunan liar yg tegak di aliran sungai,jambi buanyak bangunan liar yg tegak di aliran sungai,jambi buanyak bangunan liar yang tegak di aliran sungai,"['jambi', 'buanyak', 'bangunan', 'liar', 'yang', 'tegak', 'di', 'aliran', 'sungai']","['jambi', 'buanyak', 'bangunan', 'liar', 'tegak', 'aliran', 'sungai']",jambi buanyak bangun liar tegak alir sungai
2025-04-10,13:37:24,kucing_hitae,0,spot mancing ini,spot mancing ini,spot mancing ini,spot mancing ini,"['spot', 'mancing', 'ini']","['spot', 'mancing']",spot mancing
2025-04-10,13:22:07,meisfarah,0,💯💯💯💯💯,,,,[],[],
2025-04-10,13:12:26,effendi.mumu,0,Bpkkkkkkk Ainggggg mantabe👍,Bpkkkkkkk Ainggggg mantabe,bpkkkkkkk ainggggg mantabe,bpkkkkkkk ainggggg mantabe,"['bpkkkkkkk', 'ainggggg', 'mantabe']","['bpkkkkkkk', 'ainggggg', 'mantabe']",bpkkkkkkk ainggggg mantabe
2025-04-10,12:30:59,peuyeumhideng30,0,kerja nyata,kerja nyata,kerja nyata,kerja nyata,"['kerja', 'nyata']","['kerja', 'nyata']",kerja nyata
2025-04-10,12:06:42,rriz0830,0,"kok gk ada yg demo dan menghujat pmrintah daerah karna udah mengusur, dulu d Jkarta d gusur gini juga byk netijen yg menghujat Pemprov😁",kok gk ada yg demo dan menghujat pmrintah daerah karna udah mengusur dulu d Jkarta d gusur gini juga byk netijen yg menghujat Pemprov,kok gk ada yg demo dan menghujat pmrintah daerah karna udah mengusur dulu d jkarta d gusur gini juga byk netijen yg menghujat pemprov,kok tidak ada yang demo dan menghujat pmrintah daerah karena sudah mengusur dulu di jkarta di gusur begini juga banyak netijen yang menghujat pemprov,"['kok', 'tidak', 'ada', 'yang', 'demo', 'dan', 'menghujat', 'pmrintah', 'daerah', 'karena', 'sudah', 'mengusur', 'dulu', 'di', 'jkarta', 'di', 'gusur', 'begini', 'juga', 'banyak', 'netijen', 'yang', 'menghujat', 'pemprov']","['demo', 'menghujat', 'pmrintah', 'daerah', 'mengusur', 'jkarta', 'gusur', 'netijen', 'menghujat', 'pemprov']",demo hujat pmrintah daerah usur jkarta gusur netijen hujat pemprov
2025-04-10,11:58:58,asgar07_,0,bkn pengusuran bos. tepatnya relokasi,bkn pengusuran bos tepatnya relokasi,bkn pengusuran bos tepatnya relokasi,bukan pengusuran bos tepatnya relokasi,"['bukan', 'pengusuran', 'bos', 'tepatnya', 'relokasi']","['pengusuran', 'bos', 'tepatnya', 'relokasi']",usur bos tepat relokasi
2025-04-10,10:15:47,boollangsaja,0,☺️,,,,[],[],
2025-04-10,10:00:20,sanuri4460012257194,0,langsung proyek podasi pak...supaya rapih,langsung proyek podasi paksupaya rapih,langsung proyek podasi paksupaya rapih,langsung proyek podasi paksupaya rapi,"['langsung', 'proyek', 'podasi', 'paksupaya', 'rapi']","['langsung', 'proyek', 'podasi', 'paksupaya', 'rapi']",langsung proyek podasi paksupaya rapi
2025-04-10,09:57:21,danggap6,0,jawa timur kpn yaa 😏,jawa timur kpn yaa ,jawa timur kpn yaa ,jawa timur kapan ya,"['jawa', 'timur', 'kapan', 'ya']","['jawa', 'timur', 'ya']",jawa timur ya
2025-04-10,08:04:09,syidikponsel22,0,"sikit sikit Anies yg kau banggakan.
apa rupa nya yg Uda di buat anies","sikit sikit Anies yg kau banggakan
apa rupa nya yg Uda di buat anies","sikit sikit anies yg kau banggakan
apa rupa nya yg uda di buat anies",sikit sikit anies yang kau banggakan apa rupa ya yang sudah di buat anies,"['sikit', 'sikit', 'anies', 'yang', 'kau', 'banggakan', 'apa', 'rupa', 'ya', 'yang', 'sudah', 'di', 'buat', 'anies']","['sikit', 'sikit', 'anies', 'kau', 'banggakan', 'rupa', 'ya', 'anies']",sikit sikit anies kau bangga rupa ya anies
2025-04-10,07:55:30,oniii_095,0,gubernur yg sesungguhnya ya KDM,gubernur yg sesungguhnya ya KDM,gubernur yg sesungguhnya ya kdm,gubernur yang sesungguhnya ya kdm,"['gubernur', 'yang', 'sesungguhnya', 'ya', 'kdm']","['gubernur', 'sesungguhnya', 'ya', 'kdm']",gubernur sungguh ya kdm
2025-04-10,07:48:21,lanaduldey,0,Semoga selanjutnya karang bahagia ya biar ga banjir abadi tiap turun hujan,Semoga selanjutnya karang bahagia ya biar ga banjir abadi tiap turun hujan,semoga selanjutnya karang bahagia ya biar ga banjir abadi tiap turun hujan,semoga selanjutnya karang bahagia ya biar tidak banjir abadi tiap turun hujan,"['semoga', 'selanjutnya', 'karang', 'bahagia', 'ya', 'biar', 'tidak', 'banjir', 'abadi', 'tiap', 'turun', 'hujan']","['semoga', 'karang', 'bahagia', 'ya', 'biar', 'banjir', 'abadi', 'turun', 'hujan']",moga karang bahagia ya biar banjir abadi turun hujan
2025-04-10,07:39:15,jeonyayah,0,harus gubernur yang bertindak.. lah camat n walikota pada ngapain 😁,harus gubernur yang bertindak lah camat n walikota pada ngapain ,harus gubernur yang bertindak lah camat n walikota pada ngapain ,harus gubernur yang bertindak lah camat n walikota pada mengapai,"['harus', 'gubernur', 'yang', 'bertindak', 'lah', 'camat', 'n', 'walikota', 'pada', 'mengapai']","['gubernur', 'bertindak', 'camat', 'n', 'walikota', 'mengapai']",gubernur tindak camat n walikota kapai
2025-04-10,07:26:39,ahmad_muslikan07,0,Anies sedang menikmati hasil di DKI.,Anies sedang menikmati hasil di DKI,anies sedang menikmati hasil di dki,anies sedang menikmati hasil di dki,"['anies', 'sedang', 'menikmati', 'hasil', 'di', 'dki']","['anies', 'menikmati', 'hasil', 'dki']",anies nikmat hasil dki
2025-04-10,07:03:22,jejec688,0,Mantab Kdb,Mantab Kdb,mantab kdb,mantab kdb,"['mantab', 'kdb']","['mantab', 'kdb']",mantab kdb
2025-05-14,02:26:34,a_roni_al_atthari,0,Masya Allah tabarakllah 🙏,Masya Allah tabarakllah ,masya allah tabarakllah ,masya allah tabarakllah,"['masya', 'allah', 'tabarakllah']","['masya', 'allah', 'tabarakllah']",masya allah tabarakllah
2025-05-14,02:26:12,mgp10galang,0,mau juga anak saya ikut walaupun tdj nakal untuk.membntuk mental bgus,mau juga anak saya ikut walaupun tdj nakal untukmembntuk mental bgus,mau juga anak saya ikut walaupun tdj nakal untukmembntuk mental bgus,mau juga anak saya ikut walaupun tdj nakal untukmembntuk mental bagus,"['mau', 'juga', 'anak', 'saya', 'ikut', 'walaupun', 'tdj', 'nakal', 'untukmembntuk', 'mental', 'bagus']","['anak', 'tdj', 'nakal', 'untukmembntuk', 'mental', 'bagus']",anak tdj nakal untukmembntuk mental bagus
2025-05-14,02:24:53,mgp10galang,0,setuju didik militer bgs,setuju didik militer bgs,setuju didik militer bgs,setuju didik militer bagus,"['setuju', 'didik', 'militer', 'bagus']","['setuju', 'didik', 'militer', 'bagus']",tuju didik militer bagus
2025-05-14,02:20:38,garangan.tobat7,0,Setuju bgt malah bangga bisa belajar di militer dn di didik.,Setuju bgt malah bangga bisa belajar di militer dn di didik,setuju bgt malah bangga bisa belajar di militer dn di didik,setuju banget malah bangga bisa belajar di militer dan di didik,"['setuju', 'banget', 'malah', 'bangga', 'bisa', 'belajar', 'di', 'militer', 'dan', 'di', 'didik']","['setuju', 'banget', 'bangga', 'belajar', 'militer', 'didik']",tuju banget bangga ajar militer didik
2025-05-14,02:20:04,niebilqish02,0,anak² nya jg semangat ko,anak nya jg semangat ko,anak nya jg semangat ko,anak ya juga semangat kok,"['anak', 'ya', 'juga', 'semangat', 'kok']","['anak', 'ya', 'semangat']",anak ya semangat
2025-05-14,02:17:26,abidahsyakira242,0,setuju donk,setuju donk,setuju donk,setuju dong,"['setuju', 'dong']",['setuju'],tuju
2025-05-14,02:17:16,bahagia80sariwangi,0,Yg ga setuju anggota dewan pak varellbramasta kenapa pakkkk???,Yg ga setuju anggota dewan pak varellbramasta kenapa pakkkk,yg ga setuju anggota dewan pak varellbramasta kenapa pakkkk,yang tidak setuju anggota dewan pak varellbramasta kenapa pakkkk,"['yang', 'tidak', 'setuju', 'anggota', 'dewan', 'pak', 'varellbramasta', 'kenapa', 'pakkkk']","['setuju', 'anggota', 'dewan', 'varellbramasta', 'pakkkk']",tuju anggota dewan varellbramasta pakkkk
2025-05-14,02:16:25,anie867,0,SETUJU KANG... PAK KDM.. PINDAH JATIMM PLEAS,SETUJU KANG PAK KDM PINDAH JATIMM PLEAS,setuju kang pak kdm pindah jatimm pleas,setuju kang pak kdm pindah jatimm pleas,"['setuju', 'kang', 'pak', 'kdm', 'pindah', 'jatimm', 'pleas']","['setuju', 'kang', 'kdm', 'pindah', 'jatimm', 'pleas']",tuju kang kdm pindah jatimm pleas
2025-05-14,02:16:21,user3248820325143,0,se7 bngetttttt 👍👍👍,se bngetttttt ,se bngetttttt ,se bngetttttt,"['se', 'bngetttttt']",['bngetttttt'],bngetttttt
2025-05-14,02:15:36,ersyawidya,0,setujuuuu..👍👍👍👍👍👍,setujuuuu,setujuuuu,setuju,['setuju'],['setuju'],tuju
2025-05-14,02:13:11,ilham.banggai,0,upp,upp,upp,upp,['upp'],['upp'],upp
2025-05-14,02:11:12,ziyandut,0,"tapi emang kasian ...tp buat kebaikan
anggap aja anaknya mondok😩","tapi emang kasian tp buat kebaikan
anggap aja anaknya mondok","tapi emang kasian tp buat kebaikan
anggap aja anaknya mondok",tapi memang kasihan tapi buat kebaikan anggap saja anaknya mondok,"['tapi', 'memang', 'kasihan', 'tapi', 'buat', 'kebaikan', 'anggap', 'saja', 'anaknya', 'mondok']","['kasihan', 'kebaikan', 'anggap', 'anaknya', 'mondok']",kasihan baik anggap anak mondok
2025-05-14,02:10:02,fadsa16,0,banget,banget,banget,banget,['banget'],['banget'],banget
2025-05-14,02:09:11,euceu_yoongi021,0,"Biar boti boti pada jadi lakik setuju banget,biar gk kekurangan laki laki kita kaum perempuan😁",Biar boti boti pada jadi lakik setuju bangetbiar gk kekurangan laki laki kita kaum perempuan,biar boti boti pada jadi lakik setuju bangetbiar gk kekurangan laki laki kita kaum perempuan,biar boti boti pada jadi laki setuju bangetbiar tidak kekurangan laki laki kita kaum perempuan,"['biar', 'boti', 'boti', 'pada', 'jadi', 'laki', 'setuju', 'bangetbiar', 'tidak', 'kekurangan', 'laki', 'laki', 'kita', 'kaum', 'perempuan']","['biar', 'boti', 'boti', 'laki', 'setuju', 'bangetbiar', 'kekurangan', 'laki', 'laki', 'kaum', 'perempuan']",biar bot bot laki tuju bangetbiar kurang laki laki kaum perempuan
2025-05-14,02:06:45,user696224106,0,"betul bang, setuju kali, salam dari riau.",betul bang setuju kali salam dari riau,betul bang setuju kali salam dari riau,betul abang setuju kali salam dari riau,"['betul', 'abang', 'setuju', 'kali', 'salam', 'dari', 'riau']","['abang', 'setuju', 'kali', 'salam', 'riau']",abang tuju kali salam riau
2025-05-14,02:06:20,edswal,0,"Sebenernya di sekolah2 swasta tertentu, sekolah anak2 aku, emang ada program ini. Aku malah mudeng sekarang, ternyata gk di semua sekolah ada ini",Sebenernya di sekolah swasta tertentu sekolah anak aku emang ada program ini Aku malah mudeng sekarang ternyata gk di semua sekolah ada ini,sebenernya di sekolah swasta tertentu sekolah anak aku emang ada program ini aku malah mudeng sekarang ternyata gk di semua sekolah ada ini,sebenarnya di sekolah swasta tertentu sekolah anak aku memang ada program ini aku malah mudeng sekarang ternyata tidak di semua sekolah ada ini,"['sebenarnya', 'di', 'sekolah', 'swasta', 'tertentu', 'sekolah', 'anak', 'aku', 'memang', 'ada', 'program', 'ini', 'aku', 'malah', 'mudeng', 'sekarang', 'ternyata', 'tidak', 'di', 'semua', 'sekolah', 'ada', 'ini']","['sekolah', 'swasta', 'sekolah', 'anak', 'program', 'mudeng', 'sekolah']",sekolah swasta sekolah anak program mudeng sekolah
2025-05-14,02:03:16,humairah2205,0,yg bolak wajib di periksa urine kpk dll,yg bolak wajib di periksa urine kpk dll,yg bolak wajib di periksa urine kpk dll,yang bolak wajib di periksa urine kpk dll,"['yang', 'bolak', 'wajib', 'di', 'periksa', 'urine', 'kpk', 'dll']","['bolak', 'wajib', 'periksa', 'urine', 'kpk', 'dll']",bolak wajib periksa urine kpk dll
2025-05-14,02:01:06,safitrinafisa7,0,setuju pak..tlong itu saudara kandung sya yang jahat banget...mukul jotos nendang bahkan mw bunuh sya beberapa kali,setuju paktlong itu saudara kandung sya yang jahat bangetmukul jotos nendang bahkan mw bunuh sya beberapa kali,setuju paktlong itu saudara kandung sya yang jahat bangetmukul jotos nendang bahkan mw bunuh sya beberapa kali,setuju paktlong itu saudara kandung saya yang jahat bangetmukul jotos nendang bahkan mau bunuh saya beberapa kali,"['setuju', 'paktlong', 'itu', 'saudara', 'kandung', 'saya', 'yang', 'jahat', 'bangetmukul', 'jotos', 'nendang', 'bahkan', 'mau', 'bunuh', 'saya', 'beberapa', 'kali']","['setuju', 'paktlong', 'saudara', 'kandung', 'jahat', 'bangetmukul', 'jotos', 'nendang', 'bunuh', 'kali']",tuju paktlong saudara kandung jahat bangetmukul jotos nendang bunuh kali
2025-05-14,01:55:41,liatrianita,0,setuju' banget,setuju banget,setuju banget,setuju banget,"['setuju', 'banget']","['setuju', 'banget']",tuju banget
2025-05-14,01:53:40,eci_wulandari,0,setuju banget aku nya,setuju banget aku nya,setuju banget aku nya,setuju banget aku ya,"['setuju', 'banget', 'aku', 'ya']","['setuju', 'banget', 'ya']",tuju banget ya
2025-05-13,23:49:35,acs_03,0,"SANGAT SETUJU,, 👍🏻👍🏻👍🏻",SANGAT SETUJU ,sangat setuju ,sangat setuju,"['sangat', 'setuju']",['setuju'],tuju
2025-05-13,23:49:01,papatuaitem,0,sangat setuju. teruskan Kdm,sangat setuju teruskan Kdm,sangat setuju teruskan kdm,sangat setuju teruskan kdm,"['sangat', 'setuju', 'teruskan', 'kdm']","['setuju', 'teruskan', 'kdm']",tuju terus kdm
2025-05-13,23:46:10,amysyuuu,0,setujulh biar gk ada tawuran dan nakal2,setujulh biar gk ada tawuran dan nakal,setujulh biar gk ada tawuran dan nakal,setujulh biar tidak ada tawuran dan nakal,"['setujulh', 'biar', 'tidak', 'ada', 'tawuran', 'dan', 'nakal']","['setujulh', 'biar', 'tawuran', 'nakal']",setujulh biar tawur nakal
2025-05-13,23:46:09,ameliya.manaf,0,setujuuu👍👍,setujuuu,setujuuu,setuju,['setuju'],['setuju'],tuju
2025-05-13,23:40:26,susyjulyani,0,"rafathar aja ngadu ke kang dedi nyuruh emaknya dimasukin ke barak militer karna blm mandi pagi"" n sdh maen hp..😁😁😁",rafathar aja ngadu ke kang dedi nyuruh emaknya dimasukin ke barak militer karna blm mandi pagi n sdh maen hp,rafathar aja ngadu ke kang dedi nyuruh emaknya dimasukin ke barak militer karna blm mandi pagi n sdh maen hp,rafathar saja mengadu ke kang dedi nyuruh emaknya dimasuki ke barak militer karena belum mandi pagi n sudah main hp,"['rafathar', 'saja', 'mengadu', 'ke', 'kang', 'dedi', 'nyuruh', 'emaknya', 'dimasuki', 'ke', 'barak', 'militer', 'karena', 'belum', 'mandi', 'pagi', 'n', 'sudah', 'main', 'hp']","['rafathar', 'mengadu', 'kang', 'dedi', 'nyuruh', 'emaknya', 'dimasuki', 'barak', 'militer', 'mandi', 'pagi', 'n', 'main', 'hp']",rafathar adu kang dedi nyuruh emaknya masuk barak militer mandi pagi n main hp
2025-05-13,23:40:09,sitra4581,0,"kalo saya se 7 banget bang, soalnya banyak anak sekarang yang berani melawan orang tuanya 🙏",kalo saya se  banget bang soalnya banyak anak sekarang yang berani melawan orang tuanya ,kalo saya se  banget bang soalnya banyak anak sekarang yang berani melawan orang tuanya ,kalau saya se banget abang soalnya banyak anak sekarang yang berani melawan orang tuanya,"['kalau', 'saya', 'se', 'banget', 'abang', 'soalnya', 'banyak', 'anak', 'sekarang', 'yang', 'berani', 'melawan', 'orang', 'tuanya']","['banget', 'abang', 'anak', 'berani', 'melawan', 'orang', 'tuanya']",banget abang anak berani lawan orang tua
2025-05-13,23:38:14,erdwuti,0,Setuju pakai bangeettt 👍👍👍,Setuju pakai bangeettt ,setuju pakai bangeettt ,setuju pakai banget,"['setuju', 'pakai', 'banget']","['setuju', 'pakai', 'banget']",tuju pakai banget
2025-05-13,23:36:39,samiahnur,0,setuju.....,setuju,setuju,setuju,['setuju'],['setuju'],tuju
2025-05-13,23:32:27,72_pisces,0,mamang di luar negri BKN hal baru lg,mamang di luar negri BKN hal baru lg,mamang di luar negri bkn hal baru lg,mamang di luar negeri bukan hal baru lagi,"['mamang', 'di', 'luar', 'negeri', 'bukan', 'hal', 'baru', 'lagi']","['mamang', 'negeri']",mamang negeri
2025-05-13,23:31:13,cococrunch212121,0,"Setuju,karna banyak yg sudah miris untuk muda mudi saat ini.
Banyak aksi mabok mabokan,tawuran dan aksi lain ny yg merugikan masyarakat dan diri sendiri.","Setujukarna banyak yg sudah miris untuk muda mudi saat ini
Banyak aksi mabok mabokantawuran dan aksi lain ny yg merugikan masyarakat dan diri sendiri","setujukarna banyak yg sudah miris untuk muda mudi saat ini
banyak aksi mabok mabokantawuran dan aksi lain ny yg merugikan masyarakat dan diri sendiri",setujukarna banyak yang sudah miris untuk muda mudi saat ini banyak aksi mabok mabokantawuran dan aksi lain nya yang merugikan masyarakat dan diri sendiri,"['setujukarna', 'banyak', 'yang', 'sudah', 'miris', 'untuk', 'muda', 'mudi', 'saat', 'ini', 'banyak', 'aksi', 'mabok', 'mabokantawuran', 'dan', 'aksi', 'lain', 'nya', 'yang', 'merugikan', 'masyarakat', 'dan', 'diri', 'sendiri']","['setujukarna', 'miris', 'muda', 'mudi', 'aksi', 'mabok', 'mabokantawuran', 'aksi', 'nya', 'merugikan', 'masyarakat']",setujukarna miris muda mud aksi mabok mabokantawuran aksi nya rugi masyarakat
2025-05-13,23:29:39,verawest6,0,setujuuuuuuu banget biar eweuh nu Bangor deui 😂😂😂,setujuuuuuuu banget biar eweuh nu Bangor deui ,setujuuuuuuu banget biar eweuh nu bangor deui ,setujuuuuuuu banget biar eweuh nu bangor deui,"['setujuuuuuuu', 'banget', 'biar', 'eweuh', 'nu', 'bangor', 'deui']","['setujuuuuuuu', 'banget', 'biar', 'eweuh', 'nu', 'bangor', 'deui']",setujuuuuuuu banget biar eweuh nu bangor deui
